X0,Z1,X2,X3,Z4,X5,Z6,Z7,X8,Z9,X10,Z11,Z12,X13,Z14,X15,Z16,Z17,X18,X19,Z20,X21,X22,Z23,Labels
1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,"['Z10', 'Z43']"
1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,"['Z00', 'X02', 'Z03', 'X44']"
1,1,-1,1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,"['X11', 'Z13', 'X14']"
1,1,1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,"['X21', 'Z21']"
-1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,1,"['X01', 'Z21', 'X42']"
1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,"['X21', 'X30', 'Z40']"
1,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,"['X14', 'Z20', 'Z22']"
1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,"['Z02', 'Z14', 'Z23', 'X40', 'Z43', 'X44']"
1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,"['Z04', 'Z13', 'Z20', 'Z40']"
1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,"['Z01', 'Z33', 'Z34']"
1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z11', 'X21', 'X22']"
1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,"['X04', 'X21']"
1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,"['Z20', 'Z31']"
1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,-1,1,1,"['Z12', 'Z23', 'X32', 'X34']"
-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,"['X00', 'X24', 'Z30', 'X44']"
-1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,"['X00', 'Z11', 'Z14']"
1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,"['X11', 'X31']"
1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,"['Z01', 'Z20']"
1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,"['X02', 'Z22', 'X30', 'Z32']"
1,1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,"['X13', 'X20', 'X21', 'Z24', 'X33', 'X42']"
1,1,1,1,-1,1,1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,"['Z13', 'X20', 'Z31', 'Z33']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,-1,1,"['Z32', 'X34', 'Z40', 'Z41', 'X44']"
1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,1,1,1,"['Z01', 'Z02', 'X30', 'Z31']"
1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,"['Z03', 'X34']"
1,1,-1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,"['X11', 'Z21']"
1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,"['Z13', 'Z42']"
1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,"['Z00', 'Z21', 'X22']"
1,-1,1,1,1,1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,"['Z10', 'Z23', 'Z34', 'Z40']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,"['X04', 'X22', 'X23', 'Z42']"
1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,"['X12', 'X23']"
1,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,"['Z03', 'Z10', 'Z12', 'X30', 'X32']"
1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,"['X13', 'X41']"
1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,"['Z03', 'X10', 'Z41']"
1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,1,1,"['X11', 'Z24', 'X31', 'Z42']"
1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,"['Z11', 'X22']"
1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,"['X02', 'X44']"
1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,"['Z01', 'X23', 'X30', 'Z30', 'X40']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,"['X04', 'X30', 'Z33']"
1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,"['Z00', 'X02', 'X22']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,"['Z33', 'Z41', 'Z43']"
1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,"['X03', 'Z03', 'X34', 'Z42']"
1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,"['X14', 'Z23', 'Z31']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,"['X14', 'Z32', 'Z34', 'Z40', 'Z43']"
1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,"['Z04', 'Z20', 'X22', 'Z43']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,-1,"['X33', 'Z34']"
1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,"['X23', 'X44']"
1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,"['Z02', 'X30', 'Z40', 'Z42']"
1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,"['Z03', 'X41']"
1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,"['Z04', 'Z32', 'Z43']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,"['X04', 'Z33']"
1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,"['Z00', 'Z13', 'X44']"
1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,"['Z11', 'Z34']"
1,1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,"['Z04', 'Z13', 'Z44']"
1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,"['Z03', 'Z30', 'X42']"
1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,"['Z01', 'X23', 'X30', 'Z31']"
1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,"['Z02', 'X04', 'X13', 'X21', 'X22', 'X41']"
1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,-1,"['X23', 'Z30', 'Z33']"
1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,"['Z12', 'Z20', 'X33']"
1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,-1,1,1,"['X20', 'Z22', 'X32', 'Z40']"
1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,"['X02', 'X10', 'Z11', 'X14', 'X20', 'X22', 'Z41']"
1,1,1,-1,1,-1,-1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,"['X03', 'X10', 'Z14', 'X24']"
1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,"['Z00', 'X33']"
1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,"['X12', 'X43']"
-1,-1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,"['Z00', 'X01', 'X13', 'X14', 'Z34', 'X44']"
-1,1,-1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,-1,"['X01', 'Z21', 'Z23', 'X32', 'Z44']"
1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,"['X10', 'Z43']"
1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['X03', 'X04', 'X12', 'X23', 'X24']"
1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,"['X13', 'Z40', 'X41', 'X42']"
1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,"['Z04', 'Z11', 'X44']"
-1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,"['X01', 'X13', 'Z14', 'X20', 'Z23', 'Z41']"
1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,"['Z10', 'X12', 'X23', 'Z32', 'Z41']"
1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,"['X04', 'Z12', 'X20', 'Z33']"
1,1,1,-1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,"['X03', 'Z03', 'X21', 'Z23', 'Z40', 'Z44']"
1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,"['X22', 'X31', 'Z43']"
1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,"['X02', 'X41']"
-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,"['X00', 'X42']"
1,1,1,1,-1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,"['Z03', 'Z20', 'Z23', 'Z40']"
1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,"['Z04', 'Z24', 'Z31', 'X33', 'Z33']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,"['X14', 'Z33']"
-1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,"['X01', 'Z04', 'X22', 'Z22', 'Z42']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,"['X24', 'X43']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,"['X24', 'Z42']"
1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,"['X23', 'Z40']"
1,1,1,1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,1,1,-1,-1,1,"['X10', 'Z22', 'X31', 'X43']"
1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,"['X14', 'X24', 'Z30']"
1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,"['X03', 'Z42']"
1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['X04', 'X12']"
1,1,1,1,-1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z03', 'X13', 'X20']"
1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z02', 'X20']"
1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,"['X12', 'Z24', 'Z41']"
1,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,"['Z01', 'X10', 'Z14', 'X22']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,"['X14', 'Z40', 'X42']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,"['Z33', 'X42']"
1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,"['Z10', 'X11', 'Z32']"
1,1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,"['Z04', 'X13', 'Z14', 'X20', 'X33']"
1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,"['X23', 'X24', 'X34']"
1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,1,1,"['Z24', 'Z32', 'X33']"
1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,"['Z11', 'X21']"
1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,"['X21', 'X40']"
1,-1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,"['Z11', 'Z12', 'Z23']"
1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,"['Z02', 'Z14', 'Z20']"
1,1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,"['Z03', 'X13', 'Z23', 'Z34', 'Z40']"
1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,"['Z30', 'Z44']"
1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,"['X21', 'X22', 'X23']"
1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,"['X10', 'Z13', 'Z23', 'Z43']"
1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,"['Z12', 'X13', 'X43']"
1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z10', 'Z12']"
1,1,1,1,-1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,-1,1,1,"['Z01', 'Z11', 'Z13', 'X32', 'Z32']"
1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,1,-1,"['Z02', 'X33', 'Z33']"
1,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,"['Z10', 'X22']"
1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,-1,"['Z01', 'X33', 'Z44']"
1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1,"['Z12', 'X30', 'X33']"
1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,-1,1,1,"['Z30', 'X33']"
1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,"['Z04', 'Z30']"
1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,"['X03', 'X33', 'X43']"
1,-1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,"['Z00', 'Z03', 'Z30']"
1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,-1,"['Z01', 'X32', 'Z44']"
1,1,1,1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,"['Z12', 'Z30']"
1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,-1,1,1,"['Z02', 'Z04', 'Z30', 'X33', 'Z42']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,"['X24', 'X30', 'Z40']"
1,1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,1,"['X12', 'Z23', 'X31']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,"['X30', 'Z43']"
1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z00', 'Z01', 'Z03']"
1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,"['Z04', 'X32']"
1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,"['X02', 'Z04', 'Z11', 'X32']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,"['X04', 'X24']"
-1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,"['X01', 'X02', 'Z20', 'X40']"
1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,"['Z03', 'X04', 'Z12', 'Z21', 'Z23', 'X33', 'Z44']"
1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,"['Z00', 'Z14', 'Z21']"
1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,"['X03', 'X11', 'Z22', 'X41']"
1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,"['X23', 'Z43']"
1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,1,1,"['X22', 'X30', 'Z31']"
1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,"['Z02', 'X40']"
1,-1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,1,"['Z00', 'X21', 'X34', 'X40', 'X43']"
1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z01', 'X11']"
-1,1,-1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,"['X01', 'X04', 'Z20']"
1,1,-1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,"['X12', 'X21', 'Z44']"
1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,1,"['X23', 'Z23', 'X24', 'X43']"
1,1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['X03', 'X11', 'Z43', 'Z44']"
1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,"['X02', 'X30']"
1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,-1,"['X12', 'Z33', 'X41']"
-1,1,1,1,-1,-1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,"['X00', 'Z12', 'X14', 'X33']"
1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z00', 'Z13', 'Z14']"
1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,"['Z21', 'X31']"
1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,"['Z00', 'Z22']"
1,1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,"['X12', 'Z31']"
1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z12', 'X13']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,"['X14', 'X31', 'Z40']"
1,1,-1,-1,1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,"['X02', 'Z20', 'Z21', 'X41']"
1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,"['Z10', 'X12', 'Z34']"
1,1,-1,1,1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,"['Z04', 'X10', 'X12', 'X13', 'X22', 'X33']"
-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,"['X01', 'X03', 'Z10', 'X43']"
1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,"['Z03', 'Z23']"
-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,1,"['X00', 'Z32']"
1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,-1,"['Z22', 'Z24', 'Z32', 'Z34', 'Z40']"
1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,"['Z01', 'Z23']"
1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,"['Z22', 'Z44']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,"['Z33', 'X43']"
1,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,-1,1,1,"['Z14', 'Z30', 'X32', 'X41']"
1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,"['X03', 'Z13', 'X21', 'Z22', 'X24']"
1,1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,"['X03', 'X23']"
1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,"['Z01', 'X14', 'Z24', 'Z30', 'Z34', 'Z43']"
1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z11', 'Z14']"
1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,"['X03', 'X13', 'Z44']"
1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,1,-1,1,"['Z20', 'X23', 'X24', 'X34', 'Z42', 'X44']"
1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,"['Z00', 'Z12', 'Z20', 'X30', 'Z30', 'Z31']"
1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,"['X12', 'Z41']"
1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['Z02', 'X10']"
1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,"['Z13', 'X14', 'X40']"
1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"['X04', 'X20']"
1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,"['Z01', 'Z22', 'X24']"
1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,"['X20', 'X31', 'Z43']"
1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,-1,1,-1,1,-1,1,"['X22', 'X30', 'Z32', 'X44']"
1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,"['X14', 'X33']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,"['X40', 'Z41']"
1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,"['X04', 'Z10', 'Z24', 'Z41', 'Z43']"
1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,"['Z03', 'X31']"
-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,"['X00', 'Z11', 'Z14', 'Z23', 'Z31']"
1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,"['Z03', 'Z20', 'Z30', 'X33', 'X34', 'X43']"
1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,"['X24', 'Z32', 'Z40', 'Z41']"
1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,"['Z12', 'X42']"
-1,1,-1,-1,1,1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,1,1,1,-1,-1,-1,"['X00', 'X02', 'Z04', 'Z24', 'Z30', 'X43', 'Z44']"
1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,"['X21', 'X43']"
-1,1,-1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,"['X01', 'X13', 'X24', 'Z32', 'Z42']"
1,1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,"['X02', 'X31', 'Z31', 'X34']"
1,-1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,"['Z11', 'Z14', 'Z40']"
1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1,1,-1,1,-1,-1,1,1,"['X21', 'X30', 'Z31', 'X33']"
1,1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,"['X21', 'X24', 'Z24']"
1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,"['Z00', 'X13', 'X14', 'Z33']"
1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,1,"['X04', 'Z13', 'Z21', 'Z22', 'X31', 'X43']"
